ndviM,elevation,slope,vs,vd,ppt,tmean,vpdmax,tmin,tmax,ignition
NaN,910.830845771144,19.1768058877976,3.6884233469,290.7365026305,3104.1212326077,18.3187208115609,20.6526416643409,10.0483788780984,26.5901154315457,NaN
NaN,510.550523952096,17.6994317581732,3.4482209781,302,2914.6189966514,18.5785012245178,21.7762498855591,9.85424995422363,27.303750038147,NaN
NaN,1211.03626943005,21.0655289689779,3.944785187,285.1719992298,3699.7640126406,17.5717513561249,20.1657497882843,9.94099998474121,25.2032499313354,NaN
NaN,1267.83483754513,20.7114847027007,3.9000000954,289,3144.1068576783,18.2255924977476,22.7655598071314,9.61659994163934,26.8355813817484,NaN
NaN,169.71641025641,6.65263162825352,2.7999999523,164,1191.0989959249,30.1802515983582,48.9105005264282,21.9865002632141,38.3747501373291,1
NaN,1237.51592689295,26.6460981519664,4.7116526758,274,1998.2619944955,17.4642510414124,19.4802498817444,10.2620002031326,24.6675000190735,NaN
NaN,870.713890426121,23.386060050313,3.7756422634,281,3753.8789833896,17.5745010375977,22.2707500457764,8.9537501335144,26.1964998245239,NaN
NaN,950.692219020173,13.9234368002037,3.2999999523,302,3559.7130689664,18.4104988260007,21.0016328369885,10.4644675833354,26.3576481305299,NaN
NaN,510.937728937729,20.0235251335834,4.5,277,1755.5791377048,20.1801027152326,28.9067994342585,9.96416855350534,30.3970318668526,NaN
NaN,895.672789115646,31.9501142352617,4.6999998093,274,1922.8407402897,18.3942291724352,22.0916893156864,10.3605443060502,26.4286624005002,NaN
NaN,871.221441967985,23.0093792066607,4.8324004428,44.1962703099,1906.0781377421,13.0529055455869,16.6432165136134,5.69616401998214,20.4109706587301,1
NaN,429.698017757109,14.6574494258095,7.0888888571,348.2222222222,720.6998755848,22.8430010080338,38.9966248273849,14.5903438329697,31.0965937972069,1
NaN,1295.02572373693,24.4141776187172,3.4000000358,201,2119.9291412421,22.8249297142029,36.5686068534851,15.1034285000392,30.5474999291556,0
NaN,550.843778969845,10.1379969973209,2.6999999682,179.3333333333,731.5373342134,27.4915429751078,50.9479581514994,18.4089581171672,36.5753747622172,0
NaN,869.41670613895,25.6728266147146,2.25,337.5,1482.2206677586,22.644167582194,37.064750512441,11.9402499993642,33.349000453949,0
NaN,931.814463847474,24.0472831985228,2.0499999523,278.25,1820.8799990875,25.7717512448629,39.9661668141683,18.0548337300618,33.4899996121724,0
NaN,244.039340066973,6.052547177185,2.8134870284,183.5084449207,643.6604999301,27.3940012454987,53.4591255187988,17.4707499742508,37.3183746337891,0
NaN,180.001950527529,5.10807287460767,2.6996924797,180.4122317709,628.2105030552,27.0551264286041,51.5417499542236,17.3237497806549,36.787624835968,0
NaN,704.465155720012,22.5178037819407,1.8999999762,262,1779.6388046386,27.1422758561759,44.758981428153,19.2011722535083,35.0842328427111,0
NaN,606.931777321176,23.6082599734177,2.0499999523,262,1763.7048224554,26.7886641574841,48.7123803444387,17.4951776101122,36.0833229587924,0
NaN,1427.81536795729,22.6603027831766,3.3169211004,201.8284957793,1724.9845039273,21.673751115799,38.6119999885559,12.260499894619,31.0881247520447,0
NaN,891.968224085801,25.7308673107098,2.4595826452,255,1813.2468437296,27.2169973606098,48.3101019457912,18.768420291318,35.6665652514317,0
NaN,368.620302959136,20.1147551615003,4.8029333161,338.6972729711,497.4219555922,24.6549253069206,40.1768064643939,16.7179504535251,32.5926821245546,NaN
NaN,1462.1141761421,21.1886248337238,3.3650345843,200,2039.9948924121,22.2797700337917,36.7183482224199,14.207184920483,30.353389915904,0
NaN,1847.68267194864,17.8956894558291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,2292.01558143349,9.0365560992841,2.7194826918,88.183064762,889.9537749603,19.2805473750032,23.2182305750298,12.9186345425674,25.6433915406552,0
NaN,848.459812248547,24.4008944958089,2.0999999046,273.5454540803,1912.9840647813,26.3370754635897,45.4854207043805,17.6156872676924,35.0597112048446,0
NaN,580.775743256547,23.0563130816956,2.8489531005,159.8953078181,1340.9984764995,25.2319912834249,44.6138791959918,16.0470989511516,34.417874144455,0
NaN,1127.62550052687,23.9296300176888,2.101957596,287.727938917,2008.3067089396,25.3833526844088,37.4721072889229,18.2064821482601,32.5613416237678,0
NaN,458.121185019564,22.4607968193449,2.7000000477,147,978.2493648757,25.9779054593808,47.8015573516326,15.9963699394982,35.9604377836539,0
NaN,1593.80377717069,17.1178004964823,3.1678908471,142,1991.9936545908,19.9452576486838,31.3109990345393,11.9644668071916,27.9270094604619,0
NaN,185.267141477547,3.89728326993337,7.7284136982,341.9524949372,591.8122600912,25.7116749111613,38.8927449053355,17.8104778591203,33.614304656217,1
NaN,1363.49420943557,3.54411600153213,5.1002246909,49,832.6250195283,11.404486218963,17.8657526155769,2.27336995242473,20.5367658274974,1
NaN,678.673303721856,26.1492988801072,2.6911045922,27.6037475499,1705.5252323962,20.8066084816234,36.7099034915947,9.9616162486559,31.6523481985112,0
NaN,155.678238780694,5.58986068030316,2.5615960501,181,599.8020703003,26.7871848467789,50.8328416762841,16.9681779591518,36.6071166803605,0
NaN,2419.19462556807,18.1424355009132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,988.121316108195,19.9463894051388,1.7014300438,232.8713002303,1977.7566570491,26.6393414712384,39.1415715210356,19.8565862660829,33.4234732334947,0
NaN,2389.13055837563,9.1311459375638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,1613.88471391973,27.8809585647895,2.9000000954,32,2177.0379684145,18.3016599227002,25.352258687314,10.4207793957193,26.1833840937957,0
NaN,601.900891169322,22.7349144461153,2.0999999046,262.3981565675,1846.0810092865,26.9492511749268,46.8970003128052,18.3869996070862,35.5127506256104,0
NaN,2625.09428746929,16.8991244198338,1.2000000477,154,698.6492648753,14.458707171669,17.7055744642342,8.76485708891709,20.1532687531174,0
NaN,513.990932642487,13.3271812229789,3.4233571086,312,612.9699994773,20.9805011749268,33.3532500267029,11.6424999237061,30.3194999694824,NaN
NaN,1145.41302710843,30.1859163814056,3.2000000477,200,1876.8775231549,22.1750149668954,40.6426776257082,12.194062098524,32.1569682060626,0
NaN,62.5679110405083,2.79164824341857,2.4000000954,335,378.3287473144,21.3152355107677,35.3421531674154,10.7234812447447,31.9076332204335,NaN
